"Date(UTC)","UnixTimeStamp","Value"
"12/19/2018","1545177600","14.58"
"12/20/2018","1545264000","14.61"
"12/21/2018","1545350400","14.59"
"12/22/2018","1545436800","14.45"
"12/23/2018","1545523200","14.60"
"12/24/2018","1545609600","14.42"
"12/25/2018","1545696000","14.33"
"12/26/2018","1545782400","14.37"
"12/27/2018","1545868800","14.51"
"12/28/2018","1545955200","14.50"
"12/29/2018","1546041600","14.33"
"12/30/2018","1546128000","14.53"
"12/31/2018","1546214400","14.43"
"1/1/2019","1546300800","14.61"
"1/2/2019","1546387200","14.38"
"1/3/2019","1546473600","15.32"
"1/4/2019","1546560000","15.43"
